customer_id,customer_age,cluster
0f1296cd12,0.2153846153846154,2
2a90e9da84,0.1692307692307692,2
3c687cd02b,0.2461538461538461,3
71f27a325a,0.1846153846153846,2
808a60c58e,0.1692307692307692,2
a67d3108cb,0.1692307692307692,2
6634edd8ba,0.1846153846153846,2
7e218c8401,0.0923076923076923,0
40b5c1bf89,0.2153846153846154,2
c79709f885,0.1384615384615384,0
273bf88a7a,0.1692307692307692,2
986ffd3978,0.123076923076923,0
a9bac03d6b,0.1538461538461538,2
cd9fbabc74,0.1538461538461538,2
f05dc76d77,0.1076923076923077,0
1a657638a3,0.1076923076923077,0
1b54aeb30e,0.0923076923076923,0
66962f296d,0.2307692307692307,3
9021b0eeef,0.0923076923076923,0
c356ce63ab,0.1076923076923077,0
f30b826759,0.2153846153846154,2
b5feb6761d,0.1692307692307692,2
c61c9a1bab,0.3076923076923077,3
196a727bde,0.123076923076923,0
3755ea83a7,0.0769230769230769,0
abf467fcb9,0.0615384615384615,0
d4eb2dcdd4,0.1692307692307692,2
058404008c,0.1692307692307692,2
0d526ed789,0.1076923076923077,0
1f04b6d085,0.0923076923076923,0
37c312f839,0.1846153846153846,2
543b4d9746,0.1692307692307692,2
8a886b03ad,0.1846153846153846,2
178a2066cd,0.2461538461538461,3
8488cf477c,0.0461538461538461,0
d5cbe9cd02,0.2461538461538461,3
feaab115c2,0.1692307692307692,2
0d6be37d38,0.1538461538461538,2
24c8145794,0.1384615384615384,0
2be9a73116,0.1846153846153846,2
5acfb1cbe8,0.1692307692307692,2
5ccb9c10e7,0.1384615384615384,0
8c5ab58abc,0.2461538461538461,3
9dff2cfcaf,0.1384615384615384,0
ae60e1e941,0.2923076923076923,3
bdbc772f59,0.2461538461538461,3
db71787456,0.1846153846153846,2
0078c75d48,0.1846153846153846,2
10a1146b51,0.3692307692307693,1
1ce954e22d,0.0461538461538461,0
4719454a4a,0.1538461538461538,2
845476410f,0.1384615384615384,0
b8697c776f,0.1384615384615384,0
032b9aa603,0.1076923076923077,0
085c69caf5,0.4769230769230769,1
0e2202b4ff,0.1538461538461538,2
2e32718c5e,0.1384615384615384,0
32e9ffa451,0.0923076923076923,0
44b3afa9a7,0.1692307692307692,2
5c07a72fb9,0.2307692307692307,3
68c32e3e8e,0.2,2
7518d551b4,0.0769230769230769,0
8e1d412bc8,0.1846153846153846,2
9af3f36e20,0.0923076923076923,0
9c5d8d6747,0.1846153846153846,2
d5040766f5,0.1846153846153846,2
f3d2bc9337,0.2,2
74abf9544b,0.2153846153846154,2
a456d25178,0.0615384615384615,0
ae4b9bb2c7,0.3999999999999999,1
c4656e109e,0.1846153846153846,2
e679133854,0.1384615384615384,0
f5defd808d,0.2307692307692307,3
f6589e8a37,0.123076923076923,0
60ead82728,0.0615384615384615,0
7f00a90c52,0.123076923076923,0
80365766b2,0.0461538461538461,0
addfb5042c,0.1384615384615384,0
ae97969141,0.3846153846153846,1
c9985efbcc,0.123076923076923,0
1f7d3f69a7,0.2615384615384615,3
62ff07fea6,0.1384615384615384,0
9f073587cd,0.1692307692307692,2
a4d5c3fd0f,0.0307692307692307,0
b9735ec4f2,0.3538461538461538,1
ea192fe2de,0.1538461538461538,2
02bbda062b,0.0615384615384615,0
361b3c6e49,0.3999999999999999,1
5e2daae632,0.2153846153846154,2
6ef7fb6373,0.0923076923076923,0
75b2c2b40c,0.1384615384615384,0
d490269fd4,0.0923076923076923,0
fd399c247b,0.1076923076923077,0
6648d8d064,0.523076923076923,4
713d64ed06,0.1538461538461538,2
9d9de87f12,0.2,2
c7ec8d73d7,0.0923076923076923,0
984bdb29c3,0.1846153846153846,2
f6fa34ff77,0.123076923076923,0
021b015866,0.2461538461538461,3
0ed8316685,0.2461538461538461,3
4fd3cb3c22,0.1692307692307692,2
5493ba802f,0.2153846153846154,2
781d87fe87,0.123076923076923,0
7c92e7073d,0.1538461538461538,2
7db2d72273,0.123076923076923,0
998b934f1c,0.1384615384615384,0
afd06dad50,0.1846153846153846,2
e59d5dd2fb,0.1384615384615384,0
e841fc0764,0.1846153846153846,2
ef12a56abc,0.2153846153846154,2
f25983cd7b,0.0307692307692307,0
ffa81f02b2,0.4153846153846154,1
18cc1d2875,0.5846153846153845,4
670233f2cf,0.1076923076923077,0
7c01402da5,0.2307692307692307,3
9f2af8244f,0.1846153846153846,2
4467d47be9,0.2615384615384615,3
d6c7fff6f1,0.3692307692307693,1
09507141ca,0.1538461538461538,2
7b513243ac,0.1538461538461538,2
162dd1129c,0.1076923076923077,0
28df4d3610,0.2923076923076923,3
6e11ecdd1d,0.1692307692307692,2
6f384a0b60,0.123076923076923,0
bff1791009,0.4307692307692308,1
ca516232d6,0.123076923076923,0
e7d4191c8e,0.0153846153846153,0
f410d3fd90,0.123076923076923,0
41944877f7,0.3384615384615384,1
6bd7d01e25,0.1076923076923077,0
d1a756fdb7,0.1538461538461538,2
dfbb719f59,0.3230769230769231,3
ef760c3a3c,0.1692307692307692,2
0c92641c50,0.1384615384615384,0
12ba768c1b,0.2,2
1b84efb601,0.1076923076923077,0
508e4b40d5,0.123076923076923,0
6b716a79d8,0.1384615384615384,0
83344d0d62,0.2461538461538461,3
ae25fa3446,0.3846153846153846,1
c43521192d,0.2769230769230769,3
dcf1d20f94,0.2,2
e0bb61760c,0.3384615384615384,1
e66f0b22be,0.1692307692307692,2
e8f254a194,0.1692307692307692,2
132c810831,0.0615384615384615,0
13849b6e03,0.2,2
1538f7b7c4,0.2153846153846154,2
33de975fcd,0.4461538461538462,1
3d3924809a,0.123076923076923,0
4d43db4f0a,0.2923076923076923,3
556ceec5a1,0.2153846153846154,2
855a46fffb,0.1384615384615384,0
871727b522,0.1692307692307692,2
877118d987,0.1692307692307692,2
b0badc9945,0.2,2
b4997b8b7b,0.1846153846153846,2
b4a2205bba,0.2769230769230769,3
ba0f8da7a7,0.1692307692307692,2
bd6d24807f,0.4615384615384615,1
be6ebc3502,0.1692307692307692,2
da5df2f42a,0.1692307692307692,2
ddf2954fe7,0.2615384615384615,3
e2849e256d,0.1384615384615384,0
ecf3230232,0.3076923076923077,3
fc612ec0e6,0.1076923076923077,0
16b3e2a4e1,0.1384615384615384,0
32a4b982f0,0.1692307692307692,2
4a23e440a8,0.1384615384615384,0
4eba9cdc74,0.1692307692307692,2
62495cfcf7,0.1076923076923077,0
7b0661a6ba,0.2307692307692307,3
8eb60414cf,0.2307692307692307,3
b4813600ca,0.1692307692307692,2
f22e096e00,0.4461538461538462,1
5cdc15fd72,0.123076923076923,0
6a90345118,0.2615384615384615,3
7ef988f716,0.0923076923076923,0
882939e82e,0.3846153846153846,1
1bc1bb16dc,0.1384615384615384,0
70d5b70805,0.2,2
79b60c34b3,0.1384615384615384,0
8fb1875c3f,0.3230769230769231,3
aedfe8c2c6,0.2307692307692307,3
2870736dd7,0.0461538461538461,0
49a4a16171,0.2,2
4dfcdff3c0,0.2,2
52bcc4c9e6,0.0769230769230769,0
79b6c34da0,0.3076923076923077,3
90343b441d,0.3538461538461538,1
a117fa6d34,0.123076923076923,0
c6e9b0e409,0.0769230769230769,0
ce80947a22,0.3384615384615384,1
dc9704332d,0.1538461538461538,2
e9e58d251b,0.1692307692307692,2
f57fa64786,0.2461538461538461,3
2e17bfa8dd,0.2307692307692307,3
5191d8235f,0.1076923076923077,0
5dc1805c15,0.1692307692307692,2
f404bd0505,0.2461538461538461,3
04f0d5feb9,0.1692307692307692,2
10557cc9d7,0.1384615384615384,0
17dc337ff9,0.1384615384615384,0
1da3413c66,0.3076923076923077,3
2a8b7853c2,0.0923076923076923,0
338b56566b,0.1384615384615384,0
67a3f4652b,0.1384615384615384,0
68fb9913f3,0.1076923076923077,0
75738ab3bd,0.1538461538461538,2
7dca668201,0.1538461538461538,2
d1ed66d632,0.123076923076923,0
08546b9ea5,0.0923076923076923,0
155ee1f022,0.1538461538461538,2
216afd42a8,0.2,2
2ae9e490c3,0.2307692307692307,3
37a8b01ee1,0.2,2
3e06610c7b,0.123076923076923,0
6737e5b530,0.5076923076923077,4
78873e0937,0.1692307692307692,2
94d21b409c,0.1692307692307692,2
a4ea55213e,0.4461538461538462,1
a924470019,0.2153846153846154,2
aeddf7e1d7,0.2,2
af45027ea2,0.2153846153846154,2
d6e5be6382,0.3230769230769231,3
f6b2ddae5c,0.1076923076923077,0
5927c73010,0.1076923076923077,0
5b4680d642,0.1538461538461538,2
703654d149,0.1538461538461538,2
d4cd14a210,0.2,2
eddd31843a,0.0769230769230769,0
0eaf6fb609,0.1692307692307692,2
4dfcf12da4,0.1384615384615384,0
58b53ace3f,0.123076923076923,0
8cb56ca6c6,0.1692307692307692,2
9ada9bbeb0,0.0615384615384615,0
aede6a3935,0.1538461538461538,2
b570477f78,0.2923076923076923,3
f1ec473259,0.1692307692307692,2
fbd5b7a1c5,0.2,2
0d0ccdfe0d,0.2307692307692307,3
2f952865bc,0.1538461538461538,2
9189cdd26a,0.2461538461538461,3
1773b02b8f,0.2769230769230769,3
504501dfda,0.0769230769230769,0
54b6adfe7f,0.1538461538461538,2
59bcf6c957,0.2,2
6ae94a2ac1,0.4153846153846154,1
7f21482213,0.1538461538461538,2
9a57a814e2,0.3846153846153846,1
d69c5efca4,0.2769230769230769,3
e5e0f5bace,0.2307692307692307,3
1a9c23de1e,0.2307692307692307,3
404ed03479,0.1384615384615384,0
5dbb165a58,0.1846153846153846,2
63d9e4fd6c,0.3692307692307693,1
76dedf8bef,0.2923076923076923,3
928baa4e96,0.123076923076923,0
9393e7a724,0.4307692307692308,1
93fa4a4ed4,0.0307692307692307,0
ae91ad2b52,0.2769230769230769,3
b335937e56,0.2615384615384615,3
c3b0ea1ebf,0.1076923076923077,0
e292fab9de,0.2923076923076923,3
f4bc7c83af,0.1076923076923077,0
00854af8b2,0.0769230769230769,0
0be74302d9,0.1538461538461538,2
19e4d559f9,0.3076923076923077,3
3886309b04,0.0615384615384615,0
5c33c1d672,0.1846153846153846,2
6ed0a8a503,0.2153846153846154,2
886713cac6,0.0923076923076923,0
9dd36878bd,0.2615384615384615,3
b4c99bb645,0.3076923076923077,3
bdafebe893,0.0461538461538461,0
f42e7abf7f,0.3076923076923077,3
08a862b81c,0.2615384615384615,3
1065ba78f4,0.123076923076923,0
1a5c753006,0.0461538461538461,0
238e3f9dc8,0.0923076923076923,0
31a75494a4,0.1538461538461538,2
4fa95fc8c3,0.1076923076923077,0
5272b7759a,0.3692307692307693,1
5e7a49b7d5,0.5846153846153845,4
68f37eb35b,0.0923076923076923,0
6a7e4afa57,0.1692307692307692,2
8a9f9e3f41,0.2769230769230769,3
ac1bff7f94,0.2923076923076923,3
c8c7973870,0.1076923076923077,0
def93fc879,0.1692307692307692,2
e1716dbd97,0.1076923076923077,0
ec4ca40e06,0.3538461538461538,1
122dca4e68,0.1692307692307692,2
23e7dfba73,0.3384615384615384,1
25da85cdd0,0.0923076923076923,0
34363d9667,0.0769230769230769,0
35c90fdfd2,0.1692307692307692,2
82587c6569,0.2307692307692307,3
a7dc2baecd,0.0615384615384615,0
c603865a54,0.1538461538461538,2
db926cb6dd,0.0923076923076923,0
ed9556e953,0.1846153846153846,2
01ad9867f2,0.2153846153846154,2
250d743585,0.3999999999999999,1
391b250fc7,0.1692307692307692,2
3937dce81b,0.2,2
39df6749f9,0.2153846153846154,2
4fc1ce084c,0.1692307692307692,2
7f82e70b72,0.1538461538461538,2
9c77886fad,0.2615384615384615,3
b6721ba4bc,0.1692307692307692,2
cbbb24f7a3,0.123076923076923,0
3a5d4aa2b0,0.0461538461538461,0
40688e4e03,0.3384615384615384,1
63953d4795,0.1846153846153846,2
855129d4b0,0.123076923076923,0
949bddab1d,0.1692307692307692,2
95fdd4da98,0.2,2
ab59d800e3,0.2769230769230769,3
ad66464b05,0.1692307692307692,2
af6f2ee241,0.0769230769230769,0
cf3c78f60c,0.123076923076923,0
05fa4ab7c5,0.2307692307692307,3
087bd09848,0.1692307692307692,2
40a7408136,0.2307692307692307,3
5187e3862f,0.0923076923076923,0
605e1a84dc,0.1384615384615384,0
a0846472d9,0.0615384615384615,0
aaa548ed5f,0.0615384615384615,0
aaacb83625,0.2,2
bc736c99cb,0.1692307692307692,2
c1770a6db5,0.1384615384615384,0
caaad8f8dc,0.1846153846153846,2
dc4d31e53d,0.2307692307692307,3
def08c5c1e,0.1384615384615384,0
f9e82c7579,0.123076923076923,0
11d3567cad,0.1076923076923077,0
17be9196c9,0.2769230769230769,3
21a3075043,0.1846153846153846,2
230a17bfaa,0.1384615384615384,0
2ce04fdc97,0.2153846153846154,2
31215399d1,0.1384615384615384,0
392b78f103,0.1384615384615384,0
3ff02e67fa,0.1384615384615384,0
4decd01e43,0.1076923076923077,0
5aea0575cb,0.1384615384615384,0
5b389f1f37,0.2153846153846154,2
5fe7b72188,0.2,2
7a8575634d,0.1846153846153846,2
955d63a671,0.123076923076923,0
a0640ea4ae,0.4461538461538462,1
a0de28e7c6,0.3538461538461538,1
b3231d37b7,0.1384615384615384,0
bf0264450c,0.2461538461538461,3
c7cffbf628,0.2615384615384615,3
d7313128b0,0.1846153846153846,2
e19f5fb6ef,0.2,2
f846ce5747,0.3538461538461538,1
28f85437da,0.0923076923076923,0
31183f3873,0.3076923076923077,3
334f326f84,0.4769230769230769,1
35aa463a92,0.0461538461538461,0
382358c156,0.1692307692307692,2
3859bd5893,0.1846153846153846,2
638a6080d2,0.3384615384615384,1
69f74a3030,0.0923076923076923,0
8564439b58,0.1384615384615384,0
900565cd84,0.3999999999999999,1
91283be64d,0.0615384615384615,0
94fbb9a8d1,0.2923076923076923,3
c887818ebd,0.2615384615384615,3
d23f6be72d,0.1692307692307692,2
dd3b5119e3,0.2153846153846154,2
f3d3306552,0.3538461538461538,1
11a305e414,0.2,2
19042e5756,0.123076923076923,0
21897c4cd3,0.0769230769230769,0
27df6c0d77,0.2,2
452ae749e6,0.123076923076923,0
576f229556,0.2153846153846154,2
58a52818ab,0.1538461538461538,2
59d12a42bc,0.2153846153846154,2
5d69045ee8,0.0769230769230769,0
7985960c81,0.2153846153846154,2
c0abecd9bf,0.3384615384615384,1
cb0c9e474d,0.1538461538461538,2
cc5217ed1b,0.0769230769230769,0
d10ac7fbc5,0.2769230769230769,3
ec0cccf66e,0.2,2
ed4ab96d6f,0.2307692307692307,3
eebce28649,0.123076923076923,0
04c20df440,0.3999999999999999,1
450d492646,0.1538461538461538,2
547da107dc,0.1384615384615384,0
6909b13775,0.4923076923076924,1
6ccdbed06f,0.2769230769230769,3
6f5641fcfd,0.2769230769230769,3
71cc9b2bcd,0.0923076923076923,0
74d5b0a2c4,0.1538461538461538,2
7533a509aa,0.1538461538461538,2
768c58de1d,0.3076923076923077,3
7cf206cee7,0.1846153846153846,2
8404740749,0.3538461538461538,1
851257558e,0.2307692307692307,3
ab7b1d401a,0.123076923076923,0
ac07ff7e0e,0.2307692307692307,3
bed5b29834,0.4923076923076924,1
ccafd5a1ca,0.6461538461538461,4
d33c92afda,0.2307692307692307,3
dc45a9d17f,0.1692307692307692,2
ea8b144966,0.3538461538461538,1
fe12ea75bf,0.1692307692307692,2
188f16fde4,0.3538461538461538,1
2481762ee4,0.123076923076923,0
2ce7706909,0.2,2
4a1cfc36f6,0.2307692307692307,3
593c228a59,0.1692307692307692,2
6eb85a77c0,0.1846153846153846,2
7321de5583,0.0615384615384615,0
757381f7d2,0.4615384615384615,1
85e78261dd,0.0923076923076923,0
a932c4c037,0.1538461538461538,2
be35fa08ae,0.0923076923076923,0
c2292f1df6,0.1384615384615384,0
c5ec239f20,0.0923076923076923,0
ebbb815a45,0.1846153846153846,2
f833116c24,0.4307692307692308,1
3a436b9303,0.0769230769230769,0
4018401eaf,0.1384615384615384,0
597e595c81,0.2461538461538461,3
5f8a89052f,0.6615384615384616,4
892b6b0b91,0.2,2
e331fe75b1,0.4307692307692308,1
e57597d21c,0.0769230769230769,0
ebe344e1d0,0.2307692307692307,3
0964c70270,0.1692307692307692,2
0d127b85b5,0.1384615384615384,0
52ebe4b56f,0.1538461538461538,2
bd20adbdfb,0.2153846153846154,2
bf925cdefa,0.1384615384615384,0
e62bf759df,0.0615384615384615,0
f3f5e0fce5,0.2461538461538461,3
0cb441c9b1,0.2769230769230769,3
1b7de4f844,0.2307692307692307,3
1da7617d80,0.2923076923076923,3
218beab191,0.3384615384615384,1
22d63e4e4c,0.1692307692307692,2
24e480cc7d,0.1076923076923077,0
3242fdea65,0.2461538461538461,3
46183c48ce,0.1846153846153846,2
5fe2f8e133,0.2307692307692307,3
754cb87847,0.1538461538461538,2
9dae6dcd3d,0.2769230769230769,3
ab8fcadb60,0.3999999999999999,1
b3722e6ba9,0.0769230769230769,0
cf0bd94b91,0.2153846153846154,2
dac0ca462c,0.2615384615384615,3
dd33b047c4,0.3076923076923077,3
ec82695423,0.1538461538461538,2
f94e064121,0.1384615384615384,0
0a8e87ae9e,0.0615384615384615,0
2f585b5b0f,0.0769230769230769,0
2fca2236a3,0.0923076923076923,0
4a98bb813f,0.0769230769230769,0
4ce6f29501,0.1692307692307692,2
5913d28e46,0.3538461538461538,1
68870cb910,0.0461538461538461,0
6ca18c4a32,0.0769230769230769,0
78f9913ab4,0.2923076923076923,3
7d703ad1f6,0.2923076923076923,3
8c0b4a3e60,0.0461538461538461,0
93a0c780ec,0.1384615384615384,0
95457a237c,0.0,0
962241a942,0.1384615384615384,0
a432ee4cf6,0.1692307692307692,2
a77e871eb0,0.2153846153846154,2
ba44860145,0.0923076923076923,0
dccc922d45,0.0307692307692307,0
e24c877627,0.1692307692307692,2
e6fb62f553,0.3076923076923077,3
f8fb78e884,0.1538461538461538,2
0d12cb419a,0.0923076923076923,0
0ff79f9389,0.0923076923076923,0
125e53e145,0.2153846153846154,2
3584e0becd,0.0461538461538461,0
554c57e1d2,0.2,2
561f8f3854,0.1692307692307692,2
63bbf2de2c,0.2,2
651d2cfb0b,0.3538461538461538,1
7ba79d701a,0.0923076923076923,0
81d70271c0,0.2153846153846154,2
84e91d3f46,0.1384615384615384,0
91a7f1770f,0.123076923076923,0
91d4827334,0.1384615384615384,0
9bf29b0e59,0.123076923076923,0
9e9a4b1462,0.0769230769230769,0
a7d5f8f8ca,0.1076923076923077,0
b955c88908,0.123076923076923,0
c110ae0b3d,0.2,2
c7fa3dc8f6,0.1076923076923077,0
d352d84f22,0.2461538461538461,3
d557fd11db,0.3230769230769231,3
db250450d8,0.3692307692307693,1
f11928c296,0.2769230769230769,3
fb0bdc00ef,0.2615384615384615,3
0316e100b7,0.1846153846153846,2
06abd40257,0.1692307692307692,2
104c06a8ff,0.123076923076923,0
13905d4987,0.2307692307692307,3
1f6e119a27,0.2461538461538461,3
249ba584d3,0.2923076923076923,3
35c66e5022,0.3846153846153846,1
36269ce6f1,0.0769230769230769,0
4e25b361b0,0.1692307692307692,2
79309f07a1,0.123076923076923,0
81da90cbf0,0.123076923076923,0
9b1939328d,0.2461538461538461,3
a79da1272f,0.2307692307692307,3
ad9a30a229,0.1846153846153846,2
b2bddadbd3,0.1692307692307692,2
b9e3c9899e,0.0461538461538461,0
d31792b1cd,0.1538461538461538,2
d7123e7c60,0.123076923076923,0
fc819bbce1,0.2769230769230769,3
100eec028f,0.1538461538461538,2
19828b9e9c,0.1384615384615384,0
1ba661e1be,0.2,2
1d638c6a0e,0.2769230769230769,3
2bd776cfee,0.0923076923076923,0
3d18e3d52b,0.1538461538461538,2
41c5d18118,0.2461538461538461,3
4ae36c3f78,0.1692307692307692,2
593f2e0219,0.1076923076923077,0
6749fb2f06,0.1538461538461538,2
8def6d519a,0.123076923076923,0
a703709dc3,0.2461538461538461,3
a76995ca75,0.2153846153846154,2
ae2f25d370,0.2769230769230769,3
baa3c180e5,0.0923076923076923,0
dae9ec6a47,0.1846153846153846,2
ddd2b04e6f,0.2461538461538461,3
e0aa5d86b9,0.1846153846153846,2
e45a25b45b,0.4615384615384615,1
ea4554a6c1,0.1384615384615384,0
eaa57177e8,0.1692307692307692,2
ecba48e5f3,0.1538461538461538,2
0bd6698e24,0.2153846153846154,2
171df97253,0.1692307692307692,2
2fe79b5221,0.1384615384615384,0
3c09e13f53,0.2307692307692307,3
4018efdc91,0.1538461538461538,2
42a3fd812c,0.1538461538461538,2
578b2ad17d,0.2,2
60d3665936,0.0923076923076923,0
64c79fce8a,0.1692307692307692,2
64fac98016,0.2615384615384615,3
6c38b398e0,0.1538461538461538,2
7346f4509b,0.0923076923076923,0
75d65d8811,0.0461538461538461,0
7c0234fdde,0.2153846153846154,2
82c82d4b26,0.3538461538461538,1
88ecc10663,0.123076923076923,0
8a79bf4aa6,0.1076923076923077,0
8c17d0b787,0.2,2
945bec9ca9,0.1538461538461538,2
963811c105,0.1692307692307692,2
a182eb0539,0.1076923076923077,0
c12bdfbe28,0.1538461538461538,2
dc5b110a3d,0.2307692307692307,3
fd139fa241,0.123076923076923,0
32616f6edb,0.1384615384615384,0
355e1cc235,0.3076923076923077,3
3858922449,0.1692307692307692,2
608013572d,0.0615384615384615,0
874e9a4661,0.2153846153846154,2
abd09e537a,0.2,2
ad7191550b,0.3384615384615384,1
b1c2884a1a,0.2307692307692307,3
d1222e9106,0.1692307692307692,2
e04309189b,0.1538461538461538,2
f50ce015b5,0.2,2
0c1807a567,0.1538461538461538,2
1348a82c93,0.2769230769230769,3
1420df2a55,0.123076923076923,0
2e2c0b92f3,0.3538461538461538,1
30b949ffbf,0.123076923076923,0
37271e9556,0.123076923076923,0
4f8a74787a,0.2615384615384615,3
5d1869b77b,0.3076923076923077,3
61327c3c6c,0.3692307692307693,1
676754f2ad,0.123076923076923,0
69be7769aa,0.2,2
721a6f94a6,0.3076923076923077,3
7e1f0f0ffa,0.123076923076923,0
7f882a6771,0.1384615384615384,0
9984335b39,0.123076923076923,0
a47c4fe299,0.4307692307692308,1
b00e01b98e,0.2923076923076923,3
bf66e09ae7,0.2923076923076923,3
c67a9822eb,0.1076923076923077,0
cad551ca49,0.0923076923076923,0
cf46b73790,0.1692307692307692,2
d21296f385,0.0923076923076923,0
dcfd4f4367,0.0615384615384615,0
f6eefe9553,0.0615384615384615,0
f770b12c29,0.0307692307692307,0
00d966effa,0.1846153846153846,2
05a13e0509,0.3384615384615384,1
06ad1199cc,0.1692307692307692,2
08c65bdf54,0.2307692307692307,3
0e46d9cd32,0.2461538461538461,3
0f4619dcf4,0.4307692307692308,1
151f18aefb,0.0923076923076923,0
1972c4a8a3,0.2923076923076923,3
1d98382a42,0.1384615384615384,0
20bcb45065,0.3076923076923077,3
27f570c28c,0.1846153846153846,2
2a50099a77,0.3999999999999999,1
2c4e2488ee,0.1384615384615384,0
305039bfee,0.123076923076923,0
34afa46556,0.3538461538461538,1
4cc779494e,0.2,2
4ea699dea4,0.1846153846153846,2
4f565aedcf,0.0923076923076923,0
556b5c90df,0.2769230769230769,3
61c61064a2,0.4153846153846154,1
7d076d137f,0.1076923076923077,0
8b3e4919ea,0.0923076923076923,0
8da500acbb,0.1384615384615384,0
8dee0fd4fe,0.1692307692307692,2
947817d998,0.1538461538461538,2
9680aac96a,0.1692307692307692,2
98349dd8d7,0.1538461538461538,2
9904539511,0.123076923076923,0
9c52940ed7,0.1538461538461538,2
9deb30f581,0.2,2
a65cb1112c,0.3230769230769231,3
b51026692b,0.0923076923076923,0
cad679e654,0.2307692307692307,3
d2a826616e,0.2769230769230769,3
dcdb4c5c5a,0.123076923076923,0
e5c4e82425,0.1384615384615384,0
e700d0f47d,0.0615384615384615,0
e8f84a14e8,0.1076923076923077,0
ecae5f4620,0.1076923076923077,0
028ccf0afe,0.1384615384615384,0
03330c5e27,0.1076923076923077,0
0583ff9d66,0.1692307692307692,2
05e95b2442,0.1692307692307692,2
0d21c57b36,0.2769230769230769,3
21720585f5,0.0923076923076923,0
2506347606,0.2153846153846154,2
26fa80f66e,0.1538461538461538,2
2f02cc0ad8,0.2307692307692307,3
327c84b511,0.3230769230769231,3
3d73a0c810,0.0461538461538461,0
41872f6ff2,0.4923076923076924,1
57a5ef7d07,0.2461538461538461,3
5e2cd7e477,0.0461538461538461,0
5e852a8c15,0.0615384615384615,0
5f957e8434,0.1846153846153846,2
64dc6f7a9d,0.2615384615384615,3
6d38083922,0.3076923076923077,3
7035946f27,0.2461538461538461,3
730b8daaff,0.2769230769230769,3
76588ad5d8,0.2461538461538461,3
7c7b622b92,0.2,2
7e0071a633,0.0769230769230769,0
8555759f01,0.1692307692307692,2
85e14983f6,0.2153846153846154,2
872ce69ebd,0.2923076923076923,3
8f08d5395a,0.2615384615384615,3
908b243866,0.123076923076923,0
9ae64418bd,0.2769230769230769,3
9b7899c1c6,0.1692307692307692,2
a27e27988b,0.0615384615384615,0
a34e843fcb,0.2769230769230769,3
a581ec368e,0.0769230769230769,0
aa2cd63b04,0.2153846153846154,2
adaca9c03b,0.1692307692307692,2
b39a0a2a6b,0.0615384615384615,0
bbbd3b6f6f,0.2769230769230769,3
c64dd88908,0.0615384615384615,0
cd293943ef,0.1076923076923077,0
dbdb3386d5,0.0615384615384615,0
ef59f41b2f,0.2769230769230769,3
f10bacf791,0.2,2
f8f66af0bb,0.1076923076923077,0
fbe03af4b4,0.2307692307692307,3
fd48d425ec,0.2,2
07a6c93ec8,0.3384615384615384,1
